user_id,age_group,gender,country,annual_income_range,preferred_device,primary_traffic_source,registration_date,is_premium_user
1824,18-24,Female,Australia,<30k,Mobile,direct,2024-09-18,False
1825,25-34,Female,UK,75k-100k,Mobile,email_campaign,2024-11-26,False
1826,25-34,Male,US,75k-100k,Desktop,paid_search,2024-08-20,True
1827,65+,Male,US,50k-75k,Mobile,direct,2024-08-07,False
1828,25-34,Male,France,25k-40k,Desktop,social_media,2024-11-01,False
1829,18-24,Female,Germany,25k-40k,Mobile,organic_search,2024-11-22,False
1830,25-34,Male,Canada,75k-100k,Mixed,paid_search,2024-06-11,True
1831,35-44,Male,Germany,<25k,Mobile,organic_search,2024-09-02,False
1832,55-64,Female,UK,30k-50k,Mobile,organic_search,2024-06-23,False
1833,18-24,Male,Canada,50k-75k,Desktop,email_campaign,2024-10-13,False
1834,35-44,Female,UK,100k+,Desktop,organic_search,2024-07-13,False
1835,18-24,Female,Germany,40k-60k,Mobile,organic_search,2024-07-25,False
1836,25-34,Male,US,30k-50k,Mobile,paid_search,2024-07-27,False
1837,45-54,Male,Israel,60k-80k,Mixed,referral,2024-10-07,False
1838,25-34,Female,Australia,100k+,Mixed,organic_search,2024-11-08,False
1839,55-64,Other,France,60k-80k,Mobile,paid_search,2024-07-30,False
1840,25-34,Female,Netherlands,<25k,Tablet,organic_search,2024-07-01,False
1841,45-54,Male,US,<30k,Desktop,social_media,2024-10-06,False
1842,45-54,Female,Netherlands,25k-40k,Desktop,organic_search,2024-09-23,False
1843,25-34,Female,UK,<30k,Mobile,social_media,2024-09-24,False
1844,35-44,Female,US,30k-50k,Mobile,organic_search,2024-08-22,False
1845,35-44,Female,US,50k-75k,Mobile,organic_search,2024-09-26,False
1846,18-24,Female,US,50k-75k,Mobile,social_media,2024-09-04,False
1847,18-24,Female,Israel,25k-40k,Mobile,paid_search,2024-09-09,False
1848,18-24,Male,US,30k-50k,Mobile,organic_search,2024-09-28,False
1849,35-44,Female,Israel,<25k,Desktop,direct,2024-11-16,True
1850,55-64,Male,Canada,30k-50k,Mobile,paid_search,2024-06-24,False
1851,55-64,Male,UK,100k+,Desktop,referral,2024-08-31,True
1852,45-54,Male,US,50k-75k,Desktop,direct,2024-09-23,False
1853,25-34,Female,US,<30k,Mobile,social_media,2024-10-15,True
1854,18-24,Female,US,30k-50k,Desktop,email_campaign,2024-08-30,True
1855,35-44,Male,France,25k-40k,Mobile,paid_search,2024-09-17,False
1856,45-54,Male,Australia,30k-50k,Mobile,paid_search,2024-07-06,False
1857,45-54,Female,Canada,<30k,Desktop,social_media,2024-07-06,False
1858,55-64,Male,US,75k-100k,Desktop,paid_search,2024-06-22,True
1859,25-34,Male,Canada,50k-75k,Desktop,organic_search,2024-10-22,False
1860,25-34,Female,US,50k-75k,Mobile,email_campaign,2024-08-01,True
1861,18-24,Male,Australia,50k-75k,Mixed,paid_search,2024-09-23,False
1862,35-44,Male,US,<30k,Mobile,social_media,2024-09-10,False
1863,35-44,Female,US,30k-50k,Desktop,organic_search,2024-10-22,False
1864,35-44,Male,France,<25k,Tablet,organic_search,2024-10-08,False
1865,35-44,Male,Canada,100k+,Mobile,organic_search,2024-08-21,False
1866,18-24,Male,US,30k-50k,Desktop,social_media,2024-07-07,True
1867,35-44,Female,US,100k+,Mobile,referral,2024-11-19,False
1868,45-54,Male,Canada,50k-75k,Desktop,organic_search,2024-08-13,False
1869,25-34,Male,Germany,40k-60k,Mobile,direct,2024-07-30,False
1870,55-64,Female,US,50k-75k,Mixed,social_media,2024-11-25,True
1871,35-44,Male,Israel,25k-40k,Desktop,organic_search,2024-10-25,False
1872,35-44,Male,Germany,40k-60k,Mobile,social_media,2024-09-05,False
1873,35-44,Male,Canada,30k-50k,Desktop,social_media,2024-08-23,False
1874,25-34,Male,France,25k-40k,Mobile,social_media,2024-07-11,False
1875,45-54,Female,US,75k-100k,Mobile,paid_search,2024-07-26,False
1876,25-34,Female,US,30k-50k,Desktop,email_campaign,2024-09-20,True
1877,25-34,Male,Israel,<25k,Mixed,organic_search,2024-06-21,False
1878,35-44,Female,US,<30k,Mobile,organic_search,2024-10-06,False
1879,35-44,Female,France,<25k,Desktop,direct,2024-08-04,False
1880,55-64,Female,Canada,50k-75k,Desktop,social_media,2024-06-26,False
1881,35-44,Female,Germany,<25k,Desktop,email_campaign,2024-06-27,True
1882,25-34,Male,US,50k-75k,Mixed,organic_search,2024-08-12,False
1883,45-54,Other,US,30k-50k,Desktop,social_media,2024-09-18,True
1884,25-34,Male,UK,30k-50k,Mixed,organic_search,2024-07-31,False
1885,25-34,Male,Germany,25k-40k,Mobile,organic_search,2024-09-20,False
1886,25-34,Female,US,30k-50k,Mobile,social_media,2024-11-27,False
1887,65+,Female,US,50k-75k,Desktop,social_media,2024-11-20,False
1888,35-44,Other,Australia,30k-50k,Mobile,email_campaign,2024-09-20,False
1889,25-34,Male,UK,100k+,Mobile,organic_search,2024-06-08,False
1890,25-34,Male,Netherlands,40k-60k,Tablet,organic_search,2024-06-22,False
1891,25-34,Male,Australia,50k-75k,Mobile,organic_search,2024-09-20,False
1892,25-34,Female,Germany,<25k,Tablet,organic_search,2024-08-12,False
1893,55-64,Male,Germany,60k-80k,Desktop,paid_search,2024-11-11,False
1894,25-34,Male,US,30k-50k,Desktop,organic_search,2024-10-18,False
1895,18-24,Female,UK,50k-75k,Desktop,social_media,2024-09-13,False
1896,25-34,Female,UK,50k-75k,Mobile,email_campaign,2024-09-29,False
1897,45-54,Male,US,<30k,Mixed,email_campaign,2024-09-20,False
1898,18-24,Female,US,30k-50k,Desktop,social_media,2024-10-01,False
1899,25-34,Male,US,50k-75k,Mobile,email_campaign,2024-06-17,False
1900,25-34,Male,UK,30k-50k,Desktop,organic_search,2024-07-17,False
1901,35-44,Female,UK,75k-100k,Mixed,direct,2024-09-22,False
1902,25-34,Male,Germany,60k-80k,Desktop,organic_search,2024-10-03,False
1903,55-64,Female,Canada,50k-75k,Mixed,organic_search,2024-07-07,False
1904,25-34,Male,Netherlands,40k-60k,Mobile,organic_search,2024-10-05,False
1905,35-44,Male,US,30k-50k,Mixed,organic_search,2024-09-13,False
1906,18-24,Male,US,75k-100k,Desktop,organic_search,2024-09-28,False
1907,35-44,Female,France,40k-60k,Mixed,email_campaign,2024-08-19,False
1908,18-24,Female,France,80k+,Mobile,paid_search,2024-09-18,False
1909,18-24,Female,US,100k+,Desktop,referral,2024-07-11,False
1910,18-24,Female,US,100k+,Desktop,paid_search,2024-07-06,True
1911,45-54,Female,Netherlands,80k+,Desktop,direct,2024-10-13,False
1912,18-24,Female,Germany,60k-80k,Desktop,paid_search,2024-10-04,False
1913,45-54,Female,Germany,40k-60k,Desktop,direct,2024-11-13,False
1914,25-34,Male,UK,50k-75k,Tablet,paid_search,2024-08-26,False
1915,25-34,Other,US,<30k,Mobile,organic_search,2024-06-23,False
1916,25-34,Female,US,30k-50k,Desktop,social_media,2024-10-21,False
1917,35-44,Male,US,100k+,Desktop,social_media,2024-06-05,True
1918,35-44,Male,Israel,25k-40k,Mobile,email_campaign,2024-11-12,False
1919,55-64,Female,Australia,100k+,Mixed,organic_search,2024-07-09,True
1920,35-44,Female,Germany,40k-60k,Desktop,paid_search,2024-07-18,False
1921,45-54,Male,Israel,<25k,Mobile,organic_search,2024-09-04,True
1922,18-24,Male,France,<25k,Tablet,direct,2024-06-24,False
1923,18-24,Male,Germany,25k-40k,Desktop,paid_search,2024-08-02,False
1924,25-34,Female,Canada,75k-100k,Mobile,paid_search,2024-07-01,False
1925,35-44,Female,US,50k-75k,Mobile,email_campaign,2024-10-05,False
1926,25-34,Male,US,30k-50k,Mobile,paid_search,2024-10-21,False
1927,35-44,Female,US,<30k,Mobile,organic_search,2024-11-05,False
1928,25-34,Female,US,30k-50k,Mixed,social_media,2024-11-23,False
1929,45-54,Female,Canada,75k-100k,Mixed,social_media,2024-11-29,False
1930,45-54,Female,US,75k-100k,Mobile,paid_search,2024-11-04,True
1931,35-44,Female,Netherlands,80k+,Mobile,direct,2024-08-11,False
1932,45-54,Female,Australia,30k-50k,Mobile,organic_search,2024-08-12,True
1933,45-54,Male,Canada,50k-75k,Mixed,direct,2024-11-09,True
1934,25-34,Other,UK,50k-75k,Mixed,social_media,2024-09-01,False
1935,35-44,Female,US,<30k,Mobile,email_campaign,2024-08-13,False
1936,35-44,Male,Canada,30k-50k,Mixed,paid_search,2024-09-23,False
1937,45-54,Female,UK,75k-100k,Desktop,paid_search,2024-06-02,False
1938,18-24,Male,Australia,<30k,Mixed,paid_search,2024-06-22,False
1939,25-34,Female,US,30k-50k,Tablet,email_campaign,2024-10-25,False
1940,35-44,Other,US,<30k,Mixed,paid_search,2024-09-30,False
1941,25-34,Male,Canada,<30k,Desktop,email_campaign,2024-06-21,False
1942,35-44,Male,US,<30k,Desktop,referral,2024-09-21,False
1943,35-44,Male,US,50k-75k,Desktop,direct,2024-11-11,False
1944,18-24,Male,Canada,100k+,Mobile,email_campaign,2024-08-11,False
1945,25-34,Male,US,75k-100k,Desktop,paid_search,2024-10-06,False
1946,25-34,Male,Germany,25k-40k,Mobile,organic_search,2024-11-23,False
1947,25-34,Male,US,50k-75k,Tablet,organic_search,2024-09-30,False
1948,35-44,Male,Germany,60k-80k,Mixed,referral,2024-09-30,False
1949,18-24,Male,US,30k-50k,Desktop,organic_search,2024-07-09,False
1950,65+,Female,Germany,60k-80k,Mixed,organic_search,2024-08-05,False
1951,25-34,Female,US,50k-75k,Mobile,paid_search,2024-11-04,False
1952,65+,Male,US,30k-50k,Mobile,social_media,2024-10-12,False
1953,35-44,Male,US,30k-50k,Mobile,social_media,2024-09-17,False
1954,35-44,Female,US,100k+,Mixed,organic_search,2024-07-13,True
1955,45-54,Female,Germany,<25k,Mobile,organic_search,2024-10-21,False
1956,35-44,Female,Canada,50k-75k,Mobile,email_campaign,2024-06-17,False
1957,65+,Female,Germany,<25k,Mobile,paid_search,2024-07-31,False
1958,25-34,Male,Canada,50k-75k,Tablet,referral,2024-10-04,False
1959,25-34,Male,Germany,<25k,Desktop,social_media,2024-11-26,False
1960,18-24,Female,France,25k-40k,Mixed,organic_search,2024-11-27,False
1961,45-54,Female,Australia,50k-75k,Mobile,social_media,2024-08-24,False
1962,25-34,Female,Canada,50k-75k,Mobile,organic_search,2024-10-16,False
1963,18-24,Male,Canada,75k-100k,Mobile,social_media,2024-11-08,False
1964,35-44,Male,France,40k-60k,Mobile,direct,2024-07-11,False
1965,35-44,Female,Canada,100k+,Mobile,paid_search,2024-09-25,False
1966,25-34,Male,Australia,100k+,Mobile,organic_search,2024-10-02,False
1967,35-44,Female,US,75k-100k,Mobile,organic_search,2024-11-02,False
1968,35-44,Other,Canada,75k-100k,Mixed,organic_search,2024-06-19,False
1969,25-34,Female,Netherlands,60k-80k,Mobile,referral,2024-09-12,False
1970,18-24,Male,Canada,30k-50k,Mobile,organic_search,2024-10-28,True
1971,35-44,Male,Netherlands,<25k,Mobile,referral,2024-08-07,False
1972,35-44,Female,US,30k-50k,Desktop,email_campaign,2024-06-28,False
1973,35-44,Male,Israel,40k-60k,Desktop,email_campaign,2024-11-03,False
1974,65+,Male,UK,<30k,Desktop,organic_search,2024-07-28,False
1975,25-34,Female,Australia,<30k,Desktop,email_campaign,2024-11-10,False
1976,35-44,Female,US,<30k,Desktop,organic_search,2024-07-02,False
1977,25-34,Female,Germany,<25k,Desktop,social_media,2024-06-17,True
1978,35-44,Male,US,30k-50k,Mobile,email_campaign,2024-10-10,False
1979,45-54,Male,US,30k-50k,Mixed,paid_search,2024-09-07,False
1980,35-44,Female,Israel,60k-80k,Tablet,organic_search,2024-10-19,False
1981,45-54,Male,UK,30k-50k,Desktop,organic_search,2024-09-17,False
1982,25-34,Male,US,30k-50k,Desktop,referral,2024-10-17,False
1983,55-64,Male,US,100k+,Mobile,social_media,2024-09-01,False
1984,25-34,Female,US,50k-75k,Mobile,email_campaign,2024-06-04,False
1985,18-24,Female,France,40k-60k,Mobile,email_campaign,2024-10-23,False
1986,25-34,Male,Netherlands,40k-60k,Mobile,referral,2024-10-26,False
1987,35-44,Female,Canada,50k-75k,Desktop,organic_search,2024-10-27,False
1988,45-54,Female,US,75k-100k,Desktop,paid_search,2024-09-09,False
1989,45-54,Female,Canada,50k-75k,Mixed,paid_search,2024-09-14,True
1990,25-34,Female,France,25k-40k,Mixed,direct,2024-11-27,False
1991,25-34,Male,US,50k-75k,Mobile,organic_search,2024-11-04,False
1992,25-34,Female,US,50k-75k,Desktop,social_media,2024-06-27,False
1993,35-44,Female,US,30k-50k,Desktop,email_campaign,2024-06-29,True
1994,35-44,Female,Germany,<25k,Mobile,direct,2024-11-29,True
1995,35-44,Female,Germany,25k-40k,Mobile,paid_search,2024-08-23,False
1996,35-44,Male,Israel,25k-40k,Mobile,paid_search,2024-11-14,False
1997,35-44,Female,US,50k-75k,Mixed,direct,2024-10-14,False
1998,25-34,Male,UK,<30k,Mobile,organic_search,2024-09-08,False
1999,35-44,Male,Canada,50k-75k,Mixed,organic_search,2024-09-12,True
2000,45-54,Female,UK,50k-75k,Mixed,organic_search,2024-11-14,False
2001,45-54,Male,Netherlands,<25k,Mobile,organic_search,2024-09-01,False
2002,18-24,Male,Germany,<25k,Mobile,organic_search,2024-09-14,False
2003,65+,Other,Germany,60k-80k,Desktop,email_campaign,2024-06-05,False
2004,25-34,Female,France,40k-60k,Desktop,email_campaign,2024-11-22,False
2005,65+,Male,Canada,30k-50k,Desktop,direct,2024-08-09,False
2006,55-64,Female,Netherlands,25k-40k,Tablet,organic_search,2024-11-11,False
2007,25-34,Male,Australia,75k-100k,Mobile,social_media,2024-09-05,True
2008,65+,Female,Israel,40k-60k,Mobile,organic_search,2024-10-17,False
2009,35-44,Male,UK,50k-75k,Mixed,social_media,2024-07-25,True
2010,25-34,Female,US,75k-100k,Desktop,email_campaign,2024-09-16,True
2011,25-34,Male,France,60k-80k,Desktop,social_media,2024-09-23,False
2012,18-24,Male,US,50k-75k,Mobile,organic_search,2024-09-19,False
2013,25-34,Other,UK,75k-100k,Mixed,paid_search,2024-07-17,False
2014,18-24,Female,US,<30k,Mobile,social_media,2024-11-09,True
2015,55-64,Female,France,<25k,Desktop,paid_search,2024-10-17,False
2016,35-44,Female,US,30k-50k,Mobile,social_media,2024-10-08,False
2017,65+,Male,Israel,<25k,Mobile,organic_search,2024-06-17,False
2018,25-34,Male,US,50k-75k,Mobile,paid_search,2024-07-31,False
2019,25-34,Female,Australia,75k-100k,Mixed,referral,2024-07-18,False
2020,18-24,Female,France,60k-80k,Tablet,organic_search,2024-08-25,False
2021,18-24,Male,Netherlands,40k-60k,Mobile,email_campaign,2024-10-08,False
2022,18-24,Female,Netherlands,60k-80k,Mobile,paid_search,2024-09-25,False
2023,25-34,Male,Netherlands,25k-40k,Mobile,paid_search,2024-06-28,False
2024,18-24,Female,UK,<30k,Mixed,email_campaign,2024-10-23,False
2025,25-34,Male,Australia,100k+,Mobile,organic_search,2024-11-07,False
2026,25-34,Female,US,<30k,Desktop,email_campaign,2024-07-22,False
2027,18-24,Female,Germany,25k-40k,Mobile,social_media,2024-11-01,False
2028,25-34,Other,Israel,25k-40k,Desktop,paid_search,2024-09-17,False
2029,25-34,Female,France,25k-40k,Desktop,organic_search,2024-07-28,False
2030,35-44,Female,Canada,75k-100k,Desktop,social_media,2024-06-17,False
2031,35-44,Male,US,50k-75k,Mobile,organic_search,2024-11-01,False
2032,35-44,Male,US,75k-100k,Desktop,direct,2024-09-15,False
2033,25-34,Female,US,50k-75k,Mixed,organic_search,2024-08-31,False
2034,35-44,Female,US,100k+,Desktop,direct,2024-09-25,False
2035,35-44,Male,Netherlands,<25k,Mobile,paid_search,2024-11-13,False
2036,25-34,Female,Canada,75k-100k,Desktop,email_campaign,2024-09-24,True
2037,35-44,Male,US,75k-100k,Mobile,paid_search,2024-08-02,False
2038,18-24,Male,US,100k+,Desktop,paid_search,2024-11-30,False
2039,55-64,Male,UK,100k+,Desktop,email_campaign,2024-07-08,False
2040,25-34,Male,US,30k-50k,Desktop,paid_search,2024-08-30,False
2041,25-34,Female,Germany,<25k,Desktop,organic_search,2024-11-21,False
2042,25-34,Female,Germany,40k-60k,Mobile,social_media,2024-06-16,True
2043,25-34,Male,US,30k-50k,Tablet,organic_search,2024-06-11,False
2044,45-54,Female,Canada,50k-75k,Tablet,social_media,2024-10-04,False
2045,18-24,Female,US,75k-100k,Mobile,referral,2024-08-09,False
2046,35-44,Female,Canada,30k-50k,Mixed,paid_search,2024-10-05,False
2047,18-24,Male,Germany,25k-40k,Desktop,email_campaign,2024-09-27,True
2048,35-44,Male,Canada,30k-50k,Mobile,paid_search,2024-08-02,False
2049,35-44,Male,Germany,<25k,Desktop,referral,2024-11-10,False
2050,25-34,Female,US,30k-50k,Mixed,direct,2024-11-30,False
2051,45-54,Male,US,30k-50k,Mobile,email_campaign,2024-06-03,False
2052,65+,Male,France,<25k,Mobile,paid_search,2024-10-16,False
2053,25-34,Female,US,75k-100k,Mobile,email_campaign,2024-10-05,False
2054,25-34,Female,US,30k-50k,Mobile,paid_search,2024-11-30,False
2055,35-44,Female,Germany,25k-40k,Mobile,direct,2024-11-04,False
2056,25-34,Male,US,30k-50k,Mobile,organic_search,2024-07-02,True
2057,25-34,Male,US,<30k,Mobile,email_campaign,2024-08-05,False
2058,25-34,Female,Germany,25k-40k,Desktop,social_media,2024-08-17,False
2059,25-34,Female,Israel,40k-60k,Mixed,organic_search,2024-07-09,False
2060,35-44,Male,Canada,75k-100k,Tablet,paid_search,2024-07-08,False
2061,25-34,Female,US,100k+,Mobile,direct,2024-10-27,False
2062,18-24,Male,US,50k-75k,Desktop,email_campaign,2024-07-14,False
2063,35-44,Male,Netherlands,25k-40k,Desktop,organic_search,2024-08-11,True
2064,18-24,Male,Canada,<30k,Desktop,referral,2024-06-13,False
2065,18-24,Male,US,30k-50k,Mobile,direct,2024-08-18,False
2066,18-24,Male,Australia,<30k,Mobile,organic_search,2024-09-04,False
2067,35-44,Female,US,50k-75k,Mobile,organic_search,2024-07-19,False
2068,18-24,Male,US,50k-75k,Mixed,social_media,2024-10-11,False
2069,35-44,Male,France,<25k,Mobile,organic_search,2024-06-18,False
2070,35-44,Female,Germany,60k-80k,Desktop,social_media,2024-11-14,False
2071,25-34,Female,US,75k-100k,Mobile,organic_search,2024-07-28,False
2072,25-34,Male,Israel,25k-40k,Mobile,organic_search,2024-08-19,False
2073,25-34,Female,US,75k-100k,Mixed,social_media,2024-08-15,False
2074,25-34,Female,US,50k-75k,Mobile,organic_search,2024-08-18,False
2075,35-44,Female,US,<30k,Mobile,social_media,2024-10-20,True
2076,25-34,Male,US,50k-75k,Desktop,social_media,2024-09-16,False
2077,25-34,Male,US,30k-50k,Mobile,paid_search,2024-08-13,False
2078,35-44,Male,Germany,<25k,Mobile,direct,2024-07-26,False
2079,25-34,Female,US,75k-100k,Tablet,social_media,2024-11-27,False
2080,35-44,Male,Australia,30k-50k,Mixed,paid_search,2024-08-12,False
2081,25-34,Female,France,80k+,Mobile,direct,2024-07-19,False
2082,25-34,Female,Australia,50k-75k,Desktop,organic_search,2024-08-15,False
2083,45-54,Male,UK,75k-100k,Mixed,organic_search,2024-11-24,True
2084,25-34,Male,US,75k-100k,Desktop,social_media,2024-09-18,False
2085,25-34,Male,Canada,50k-75k,Mixed,organic_search,2024-11-26,True
2086,35-44,Male,US,30k-50k,Desktop,paid_search,2024-09-26,False
2087,18-24,Male,UK,30k-50k,Mobile,social_media,2024-06-23,False
2088,35-44,Female,Germany,25k-40k,Desktop,social_media,2024-11-17,False
2089,45-54,Female,Germany,25k-40k,Mobile,social_media,2024-06-20,False
2090,65+,Female,US,50k-75k,Mobile,social_media,2024-09-27,True
2091,35-44,Male,Canada,100k+,Mobile,referral,2024-07-29,True
2092,45-54,Female,France,<25k,Mobile,organic_search,2024-08-05,True
2093,35-44,Female,France,40k-60k,Mobile,direct,2024-09-02,False
2094,35-44,Female,Israel,60k-80k,Mixed,organic_search,2024-10-21,False
2095,45-54,Male,US,30k-50k,Mobile,referral,2024-06-09,False
2096,18-24,Male,Israel,25k-40k,Mobile,organic_search,2024-10-17,True
2097,35-44,Female,Netherlands,40k-60k,Mobile,email_campaign,2024-08-08,False
2098,35-44,Other,US,50k-75k,Mobile,email_campaign,2024-10-20,False
2099,35-44,Female,UK,<30k,Desktop,referral,2024-07-08,False
2100,25-34,Female,US,30k-50k,Desktop,social_media,2024-11-08,False
2101,55-64,Male,US,30k-50k,Mobile,organic_search,2024-06-27,False
2102,25-34,Male,US,75k-100k,Mobile,paid_search,2024-09-25,True
2103,35-44,Female,Canada,50k-75k,Desktop,social_media,2024-10-21,False
2104,25-34,Female,UK,75k-100k,Mobile,social_media,2024-11-10,False
2105,25-34,Male,Israel,<25k,Mobile,organic_search,2024-11-15,False
2106,18-24,Male,UK,50k-75k,Desktop,social_media,2024-11-19,False
2107,25-34,Female,US,100k+,Mixed,paid_search,2024-07-17,False
2108,25-34,Male,Canada,50k-75k,Desktop,organic_search,2024-09-20,False
2109,25-34,Female,US,100k+,Mobile,organic_search,2024-11-04,False
2110,25-34,Male,US,75k-100k,Desktop,email_campaign,2024-10-10,False
2111,45-54,Female,US,<30k,Mobile,organic_search,2024-06-07,False
2112,35-44,Male,US,<30k,Desktop,paid_search,2024-11-27,False
2113,35-44,Female,US,30k-50k,Desktop,email_campaign,2024-11-27,False
2114,35-44,Female,Germany,<25k,Mobile,email_campaign,2024-08-23,False
2115,25-34,Male,Germany,40k-60k,Desktop,email_campaign,2024-07-17,False
2116,18-24,Female,UK,30k-50k,Desktop,paid_search,2024-06-29,False
2117,25-34,Male,UK,50k-75k,Mobile,paid_search,2024-07-09,False
2118,35-44,Female,US,50k-75k,Desktop,paid_search,2024-09-14,False
2119,25-34,Female,US,30k-50k,Desktop,email_campaign,2024-06-17,False
2120,35-44,Male,US,50k-75k,Mobile,organic_search,2024-06-18,False
2121,25-34,Female,Canada,30k-50k,Mobile,paid_search,2024-08-15,True
2122,18-24,Male,US,<30k,Mobile,social_media,2024-10-29,False
2123,25-34,Male,US,30k-50k,Desktop,organic_search,2024-07-11,False
2124,45-54,Male,Germany,60k-80k,Desktop,social_media,2024-08-06,False
2125,18-24,Male,US,75k-100k,Mobile,organic_search,2024-10-16,False
2126,25-34,Male,Canada,<30k,Mobile,social_media,2024-09-24,True
2127,45-54,Female,Germany,40k-60k,Desktop,paid_search,2024-07-28,False
2128,25-34,Male,France,<25k,Desktop,paid_search,2024-08-21,False
2129,45-54,Female,Canada,30k-50k,Desktop,paid_search,2024-07-07,False
2130,25-34,Male,UK,50k-75k,Mobile,paid_search,2024-11-09,False
2131,25-34,Male,US,50k-75k,Desktop,organic_search,2024-11-13,True
2132,18-24,Male,France,40k-60k,Desktop,referral,2024-07-27,False
2133,25-34,Male,Canada,75k-100k,Mixed,organic_search,2024-07-07,False
2134,25-34,Female,US,<30k,Desktop,paid_search,2024-11-17,False
2135,25-34,Male,Australia,30k-50k,Desktop,organic_search,2024-09-05,False
2136,25-34,Male,UK,75k-100k,Desktop,paid_search,2024-11-21,True
2137,25-34,Male,Canada,50k-75k,Mobile,organic_search,2024-09-05,False
2138,35-44,Female,UK,30k-50k,Desktop,social_media,2024-08-13,False
2139,35-44,Male,UK,30k-50k,Mixed,organic_search,2024-11-15,False
2140,25-34,Female,Canada,50k-75k,Mobile,email_campaign,2024-07-26,False
2141,25-34,Female,Netherlands,40k-60k,Mobile,email_campaign,2024-07-09,False
2142,18-24,Female,Germany,<25k,Desktop,paid_search,2024-08-01,False
2143,55-64,Male,US,<30k,Mixed,organic_search,2024-07-17,False
2144,25-34,Female,Australia,100k+,Desktop,paid_search,2024-09-17,False
2145,25-34,Female,France,60k-80k,Desktop,referral,2024-10-23,False
2146,35-44,Female,Australia,<30k,Mobile,email_campaign,2024-06-16,False
2147,35-44,Male,Canada,30k-50k,Desktop,paid_search,2024-07-01,False
2148,25-34,Male,Israel,60k-80k,Mobile,organic_search,2024-11-13,False
2149,25-34,Female,US,50k-75k,Mixed,referral,2024-07-24,False
2150,35-44,Male,Canada,50k-75k,Desktop,referral,2024-09-08,False
2151,35-44,Male,UK,<30k,Desktop,social_media,2024-08-06,True
2152,35-44,Female,Germany,<25k,Desktop,paid_search,2024-09-04,True
2153,25-34,Male,Germany,<25k,Tablet,paid_search,2024-11-29,False
2154,25-34,Female,UK,100k+,Desktop,organic_search,2024-07-06,False
2155,45-54,Female,UK,30k-50k,Desktop,paid_search,2024-09-09,True
2156,55-64,Female,Canada,<30k,Desktop,social_media,2024-08-19,True
2157,35-44,Male,UK,30k-50k,Desktop,email_campaign,2024-09-21,False
2158,35-44,Female,UK,100k+,Mobile,organic_search,2024-09-05,False
2159,35-44,Male,US,<30k,Mixed,organic_search,2024-10-19,True
2160,35-44,Male,UK,50k-75k,Mobile,organic_search,2024-08-16,False
2161,35-44,Female,UK,50k-75k,Desktop,organic_search,2024-06-25,False
2162,25-34,Male,US,50k-75k,Mobile,email_campaign,2024-11-24,False
2163,25-34,Female,Germany,80k+,Desktop,organic_search,2024-11-13,False
2164,55-64,Female,Germany,25k-40k,Desktop,paid_search,2024-11-11,False
2165,45-54,Male,France,40k-60k,Desktop,social_media,2024-09-30,False
2166,45-54,Female,Netherlands,40k-60k,Desktop,organic_search,2024-06-03,False
2167,25-34,Male,Germany,25k-40k,Desktop,referral,2024-11-30,True
2168,25-34,Male,Israel,60k-80k,Desktop,paid_search,2024-09-24,False
2169,25-34,Male,France,25k-40k,Mixed,paid_search,2024-07-18,False
2170,25-34,Female,France,60k-80k,Mobile,organic_search,2024-10-13,False
2171,18-24,Female,US,75k-100k,Desktop,organic_search,2024-07-02,False
2172,65+,Male,Germany,<25k,Mobile,social_media,2024-08-25,False
2173,25-34,Male,Netherlands,40k-60k,Mobile,social_media,2024-10-19,False
2174,25-34,Other,UK,100k+,Mobile,paid_search,2024-08-19,False
2175,55-64,Female,Israel,40k-60k,Desktop,email_campaign,2024-07-05,False
2176,25-34,Male,Netherlands,<25k,Mixed,paid_search,2024-11-22,False
2177,45-54,Female,US,<30k,Mobile,social_media,2024-07-18,True
2178,45-54,Female,France,40k-60k,Tablet,paid_search,2024-07-21,False
2179,18-24,Male,UK,<30k,Mobile,social_media,2024-09-16,False
2180,35-44,Female,US,100k+,Mobile,social_media,2024-11-23,False
2181,35-44,Female,Israel,<25k,Tablet,email_campaign,2024-08-25,False
2182,25-34,Female,US,50k-75k,Desktop,paid_search,2024-06-15,True
2183,25-34,Female,US,100k+,Mobile,paid_search,2024-07-24,False
2184,55-64,Female,US,75k-100k,Desktop,organic_search,2024-08-24,False
2185,25-34,Male,US,75k-100k,Mobile,paid_search,2024-11-19,False
2186,35-44,Other,US,30k-50k,Mobile,email_campaign,2024-09-03,True
2187,25-34,Female,UK,<30k,Mobile,paid_search,2024-11-22,True
2188,18-24,Male,UK,75k-100k,Desktop,referral,2024-06-11,False
2189,35-44,Male,France,25k-40k,Desktop,organic_search,2024-10-17,False
2190,18-24,Female,US,50k-75k,Tablet,organic_search,2024-08-21,False
2191,35-44,Female,US,75k-100k,Mobile,paid_search,2024-07-17,False
2192,25-34,Male,Canada,100k+,Mobile,paid_search,2024-08-31,False
2193,25-34,Female,US,30k-50k,Desktop,referral,2024-07-05,False
2194,25-34,Female,US,<30k,Mobile,paid_search,2024-06-29,False
2195,25-34,Female,US,50k-75k,Tablet,social_media,2024-10-26,False
2196,18-24,Male,UK,30k-50k,Desktop,social_media,2024-06-20,False
2197,35-44,Female,Israel,<25k,Mobile,organic_search,2024-07-08,True
2198,35-44,Female,US,100k+,Mixed,paid_search,2024-06-25,False
